Unnamed: 0,Astar Materyali,Bağlama Şekli,Desen,Dış Materyal,Ek Özellik,Kullanım Alanı,Kumaş Tipi,Materyal,Materyal Bileşeni,Ortam,Persona,Renk,Saya Materyali,Taban Materyali,Taban Teknolojisi,Taban Tipi,Topuk Boyu,Topuk Tipi,İç Taban Materyali,url,price
,,,,,,,,Hakiki Deri,,,,Siyah,,Poli,,,,,Hakiki Deri,https://www.trendyol.com/detector/ortopedik-ic-dis-komple-deri-ultra-rahat-gunluk-erkek-ayakkabi-p-40264447,3990 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,Tekstil,,Spor,Örme,Tekstil,100% Suni Deri,Sportswear,Cool Comfort,Siyah,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/unisex-siyah-spor-ayakkabi-hmlray-p-3813407,4505 
,Tekstil,Bağcıklı,,Tekstil,,Spor,,Tekstil,,,,Siyah,Tekstil,,Termo Taban,Kalın Taban,Kısa Topuklu (1- 4 cm),,Tekstil,https://www.trendyol.com/ilde/kalin-taban-keten-spor-ayakkabi-p-239379545,1316 
,Tekstil,Bağcıksız,Düz,,Ek Özellik Mevcut Değil,,Kumaş,Tekstil,,Casual&Comfort,,Lacivert,Tekstil,Poli,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/moda-frato/uc01-unisex-panduf-yunlu-ev-ayakkabisi-p-33957862,550 
,,Bağcıklı,,Tekstil,,Spor,,Tekstil,,,Cool Comfort,Siyah,,,,Düz Taban,,Düz Topuklu,,https://www.trendyol.com/vans/old-skool-unisex-siyah-sneaker-p-3871565,1519 
,Tekstil,,Düz,,Thermal,,,Peluş,,Lounge/Home,,Siyah,Tekstil,PVC,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/ropers/unisex-yumusak-yikanabilir-ev-ayakkabisi-ev-botu-ici-yunlu-kurklu-kislik-ev-misafir-terligi-panduf-p-356752586,1190 
,,,,,,,,Tekstil,,,,Kırmızı,,Termoplastik,,,,,,https://www.trendyol.com/fogs/unisex-panduf-ev-ici-ayakkabisi-yumusak-taban-p-63155864,645 
,,,,,,,,Hasır,,Beachwear,,Gri,,,,,,,,https://www.trendyol.com/fabro-man/gri-hasir-el-yapimi-halat-sandalet-p-331996464,299 
,Hakiki Deri,,,,,,,Hakiki Deri,,,,Siyah,Hakiki Deri,Kauçuk,,,,Düz Topuklu,Hakiki Deri,https://www.trendyol.com/nazenintasarimlar/erkek-siyah-ortopedik-ic-dis-komple-deri-jelli-ultra-rahat-gunluk-ayakkabi-p-353765100,2879 
,Tekstil,,,,,,,Suni Deri,,,,Siyah,,PVC,,,,,,https://www.trendyol.com/muggo/m750-gunluk-ortopedik-erkek-ayakkabi-p-35818465,1136 
,Suni Deri,Bağcıklı,,Suni Deri,,Spor,,Suni Deri,,,,Siyah,Suni Deri,Termoplastik,Termo Taban,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/dragon/pandora-rennook-pandor-spor-ayakkabi-p-94524766,2890 
,Tekstil,Bağcıklı,,,,,,,,,,Siyah,,,,,,,Tekstil,https://www.trendyol.com/orkistore/mrcrial-siyah-halisaha-futbol-ayakkabisi-p-335454217,185 
,Tekstil,Bağcıksız,Düz,,One Size,,Kumaş,Tekstil,,Young,,Mor,Tekstil,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/moricha/unisex-tavsanli-ayagi-sicak-tutan-kislik-pofuduk-panduf-p-345431682,1519 
,,,,,,,,Peluş,,,,Kahverengi,,,,,,,,https://www.trendyol.com/slipcat/tavsan-figurlu-taba-pelus-panduf-ev-pandufu-unisex-p-343054270,940 
,Tekstil,,,,,Spor,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/muggo/mgpogba-unisex-sneaker-gunluk-yuruyus-spor-ayakkabi-p-124500960,1690 
,,Bağcıklı,Düz,Suni Deri,Su Geçirmez,Outdoor,,Yünlü,,,,Siyah,,Poli,,,Orta Topuklu (5-9 cm),Dolgu Topuklu,Tekstil,https://www.trendyol.com/lafarge-outdoors/unisex-gunluk-outdoor-kislik-bagcikli-spor-ayakkabi-bot-su-gecirmez-p-346955552,2989 
,,,,,,Outdoor,,EVA,,,,Mor,,,,,,,,https://www.trendyol.com/crocs/11016-1fh-crocband-terlik-p-288618901,6215 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/muggo/north-unisex-garantili-trekking-outdoor-sneaker-kislik-ayakkabi-p-355489133,2937 
,Tekstil,Bağcıklı,,,,Futbol,,,,,,Lacivert,Suni Deri,PVC,,,,,Tekstil,https://www.trendyol.com/walked/erkek-krampon-futbol-ayakkabisi-mds-lacivert-sari-p-350127405,1890 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,Suni Deri,Su Geçirmez,Spor,Örme,Poliüretan,"62% Poliüretan, 35% Viskoz, 3% Elastan",Sportswear,,Gri,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-spor-ayakkabi-fume-tb252-41-fume-p-35042777,2357 
,Suni Deri,Fermuarlı,Düz,Suni Deri,Ek Özellik Mevcut Değil,Günlük,,Suni Deri,,Günlük,,Siyah,Suni Deri,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/nethis/kadin-bagcik-detayli-kislik-uzun-fermuarli-bot-p-339328592,298 
,,,,,,,,,,,,Bej,,,,,,,,https://www.trendyol.com/scooter/deri-bej-erkek-su-gecirmez-tactical-bot-p1492nbj-p-159271842,763 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,Bağcıksız,Düz,,,Spor,Denim,Suni Deri,100% Suni Deri,Casual&Comfort,Cool Comfort,Siyah,Tekstil,EVA,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/slazenger/assist-i-sneaker-erkek-ayakkabi-siyah-sa11qe031-p-97205397,2590 
,Tekstil,Bağcıklı,,Tekstil,,Spor,,,,,,Siyah,,,Cushioning,,,,,https://www.trendyol.com/adidas/runfalcon-2-0-siyah-erkek-kosu-ayakkabisi-101079843-p-86625164,929 
,Tekstil,Bağcıklı,Düz,Suni Deri,,Outdoor,,Suni Deri,,Günlük,Cool Comfort,Siyah,Tekstil,PVC,,,Kısa Topuklu (1- 4 cm),İnce Topuklu,Tekstil,https://www.trendyol.com/zegeshoes/yeni-sezon-erkek-bot-p-97019482,1004 
,Tekstil,Bağcıklı,,,,Spor,,,,,,Gri,,,,,,,Tekstil,https://www.trendyol.com/adidas/runfalcon-2-0-gri-erkek-kosu-ayakkabisi-101079783-p-84896038,869 
,,Bağcıklı,,,,,,Tekstil,,,,Siyah,,,,,,,,https://www.trendyol.com/us-polo-assn/u-s-polo-assn-gunluk-spor-ayakkabi-erkek-ayakkabi-recife-2fx-p-323441901,5499 
,,Bağcıklı,,,,,,Suni Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/teet/tt107-silvio-motto-erkek-sneaker-ayakkabi-p-303829488,2990 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/nike/cw3406-002-renew-elevate-basketbol-ayakkabisi-p-153147110,1288 
,,,,,,,,Suni Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/modafirsat/siyah-erkek-ortopedik-ayakkabi-ultra-rahat-gunluk-erkek-ayakkabi-p-193063752,1299 
,,Bağcıklı,,Hakiki Deri,,,,,,,,Çok Renkli,,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/nike/air-jordan-1-mid-homage-black-white-dr0501-101-p-333594093,57490 
,Suni Deri,Bağcıksız,,Suni Deri,,Günlük,,Suni Deri,,,,Kahverengi,,,,,Kısa Topuklu (1- 4 cm),İnce Topuklu,Suni Deri,https://www.trendyol.com/zegeshoes/chelsea-erkek-kislik-bot-mat-siyah-ortopedik-taban-hediyeli-p-169013771,1239 
,,,,,,Basketbol,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/jump/26626-erkek-basketbol-ayakkabi-p-121381777,438 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Siyah,,,Boost Foam,,,,,https://www.trendyol.com/puma/flyer-runner-mesh-unisex-spor-ayakkabi-p-130171654,8849 
,,Bağcıklı,,Suni Deri,Ek Özellik Mevcut Değil,,,Suni Deri,,,Cool Comfort,Beyaz,,,Boost Foam,Düz Taban,,,,https://www.trendyol.com/puma/shuffle-perf-erkek-sneaker-ayakkabi-38015006-p-221076132,979 
,,Bağcıklı,,Suni Deri,,Spor,,Suni Deri,,,,Bej,,,,Düz Taban,,,,https://www.trendyol.com/tomsking/unisex-bej-sneaker-gunluk-spor-ayakkabi-2077-p-217472973,3499 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,Spor,Örme,Suni Deri,"62% Poliüretan, 35% Viskoz, 3% Elastan",Casual&Comfort,,Beyaz,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/unisex-beyaz-yesil-spor-ayakkabi-v2alx-p-110642575,2067 
,,,,,,,,Hakiki Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/ispartalilar/405-tam-ortopedik-kaucuk-kaymaz-taban-hakiki-deri-kislik-erkek-ayakkabi-p-337455211,5139 
,,Bağcıklı,,,,,,Hakiki Deri,,,,Siyah,Hakiki Deri,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/marcanoon/hakiki-deri-casual-erkek-ayakkabi-p-352954730,4999 
,Tekstil,Bağcıklı,Düz Renk,Hakiki Deri,Ortopedik Taban,Günlük,,Hakiki Deri,,Casual&Comfort,Fashion Forward,Siyah,Hakiki Deri,Termoplastik,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/ba-moda/ba0187-st-bagcikli-yuksek-kalin-taban-hakiki-deri-fermuarli-yarim-bilek-erkek-bot-siyah-p-343646073,5490 
,,,,,,Outdoor,,,,,,Siyah,,,,,,,,https://www.trendyol.com/fast-step/hakiki-deri-siyah-erkek-klasik-bot-867kma164-p-52571950,6999 
,,,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/loris/jordan-unisex-bogazli-spor-ayakkabi-bilekli-sneaker-beyaz-uzun-bogazli-spor-p-248362847,2299 
,Tekstil,,,,,,,,,,,Siyah,,Poli,,,,,Tekstil,https://www.trendyol.com/walked/233-siyah-krampon-cim-erkek-futbol-ayakkabi-p-66200477,2061 
,,,,,,,,Polyester,,,,Gri,,,,,,,,https://www.trendyol.com/pull-bear/orme-kumas-spor-ayakkabi-p-347832845,4995 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Lacivert,,,,,,,Tekstil,https://www.trendyol.com/adidas/galaxy-5-lacivert-erkek-kosu-ayakkabisi-100663983-p-79601392,850 
,Tekstil,Bağcıksız,Düz,,One Size,,Kumaş,Tekstil,,Young,,Gri,Tekstil,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/moricha/unisex-kopekli-ayagi-sicak-tutan-kislik-panduf-p-345455969,1599 
,,,,,,,,,,,,Siyah,,Poli,,,,,,https://www.trendyol.com/apella/touring-siyah-erkek-sandalet-p-302609175,1590 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/dockers/225165-2pr-siyah-erkek-spor-ayakkabi-p-338150148,4999 
,,,,,Ortopedik Taban,,,,,,,Siyah,,PVC,,,,,,https://www.trendyol.com/muggo/m207-ortopedik-gunluk-erkek-ayakkabi-p-35906879,1207 
,,,,,,,,,,,,Kırmızı,,,,,,,,https://www.trendyol.com/lescon/attack-2-kirmizi-renk-hali-saha-futbol-ayakkabisi-p-349821511,899 
,,Bağcıklı,,Mikrofiber,,Outdoor,,,,,,Siyah,,,Boost Foam,,,,,https://www.trendyol.com/maximoda/su-ve-soguk-gecirmez-erkek-outdoor-ayakkabi-p-363342230,4290 
,,,,,,Outdoor,,,,,,Haki,,,,,,,,https://www.trendyol.com/tiglon/erkek-kaucuk-taban-haki-trekking-kislik-ayakkabi-p-336671965,3447 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Suni Deri,Bağcıklı,Slogan,Suni Deri,,Outdoor,Örme,Suni Deri,100% Suni Deri,Sportswear,,Lacivert,Suni Deri,,,Kalın Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/hummel/hmlray-lifestyle-shoes-koyu-lacivert-unisex-sneaker-ayakkabi-100406440-p-4514416,4505 
,,Bağcıklı,,Suni Deri,,Outdoor,,Suni Deri,,,,Beyaz,,,,Düz Taban,,,,https://www.trendyol.com/lumberjack/finster-1fx-erkek-sneaker-p-79452607,5180 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/diadof/muzan-chelsea-bot-3029-p-117376812,1787 
,Hakiki Deri,Bağcıklı,,,,,,Hakiki Deri,,,,Siyah,,Kauçuk,,,,,,https://www.trendyol.com/cz-london/hakiki-deri-erkek-klasik-ayakkabi-bagcikli-derby-p-152002221,5691 
,Tekstil,Bağcıklı,,Suni Deri,,Spor,,Suni Deri,,,,Beyaz,Suni Deri,Termoplastik,Eva Phylon Taban,Kalın Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/jump/27428-kadin-beyaz-gri-bilekli-sneaker-unisex-anatomik-gunluk-spor-ayakkabi-36-40-p-356760807,4539 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/lumberjack/finster-2fx-erkek-sneaker-p-275791967,494 
,,Bağcıklı,,,,,,Poliüretan,,,,Siyah,,,,Düz Taban,,,,https://www.trendyol.com/bershka/dikis-detayli-spor-ayakkabi-p-256394385,3995 
,,Bağcıklı,,Mikrofiber,,Outdoor,,Tekstil,,,,Beyaz,,,Air Zoom,Düz Taban,,,,https://www.trendyol.com/freemax/unisex-garantili-ortopedik-hafif-esnek-saglam-sneaker-spor-ayakkabi-beyaz-oranj-p-255001733,2554 
,,Bağcıklı,,Tekstil,,Spor,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/adidas/hoops-3-0-kadin-gunluk-ayakkabi-gw0433-beyaz-p-313607242,849 
,Tekstil,Bantlı,,,Ek Özellik Mevcut Değil,,,Suni Deri,,Sportswear,Cool Comfort,Siyah,Suni Deri,Poli,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/allyup/gunluk-erkek-rahat-kalin-anatomik-taban-dikisli-cirt-cirtli-sandalet-outdoor-yazlik-plaj-deniz-havuz-p-311124340,1590 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,Suni Deri,,Spor,Örme,Tekstil,100% Suni Deri,Casual&Comfort,Cool Comfort,Siyah,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/siyah-comet-unisex-spor-ayakkabi-p-32282925,3305 
,,,,,,,,Suni Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/tamboga-ayakkabi/tomiross-damatlik-rugan-klasik-erkek-ayakkabi-573-1-p-36906988,1790 
,,,,,,,,,,,,Kahverengi,,,,,,,,https://www.trendyol.com/us-polo-assn/belo-1pr-kahverengi-erkek-sneaker-p-165105742,498 
,Tekstil,Bağcıklı,Düz,Tekstil,,Outdoor,Triko,Tekstil,,Sportswear,Cool Comfort,Siyah,Tekstil,Termoplastik,Termo Taban,Poliüretan İç Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/bouis/erkek-siyah-bagcikli-gunluk-comfort-dayanikli-rahat-hafif-yumusak-taban-sneaker-spor-ayakkabi-p-313639827,2361 
,Suni Deri,Bağcıksız,,,,Spor,,Poliüretan,,,,Lacivert,,,Poliüretan Taban,,,,,https://www.trendyol.com/letao/erkek-lacivert-bagciksiz-hafif-gunluk-sneaker-p-283179255,2390 
,,Bağcıksız,,Hakiki Deri,,Günlük,,Hakiki Deri,,,,Siyah,,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/muwago/hakiki-deri-siyah-erkek-gunluk-chelsea-bot-madm70chelsea-p-47392576,3690 
,,Bağcıklı,Düz,Suni Deri,,Günlük,,Suni Deri,,Sportswear,None Persona,Siyah,,,Termo Taban,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/pasyone/unisex-sneaker-gunluk-ayakkabi-p-356926171,2947 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/kinetix/reeds-pu-2pr-unisex-sneaker-p-309006530,3499 
,Tekstil,Bağcıklı,,,,Futbol,,,,,,Turuncu,Suni Deri,PVC,,,,,Tekstil,https://www.trendyol.com/walked/mds-beyaz-turuncu-krampon-futbol-ayakkabisi-p-356802088,1999 
,,Bağcıklı,,Suni Deri,,Günlük,,Suni Deri,,,,Beyaz,,Kauçuk,,,,,,https://www.trendyol.com/adidas/retrovulc-erkek-gunluk-ayakkabi-gw8371-siyah-p-339643603,899 
,,Bağcıklı,,Suni Deri,,Günlük,,Tekstil,,,,Lacivert,,,,,,,,https://www.trendyol.com/jump/erkek-lacivert-spor-ayakkabi-26402-p-72460843,3040 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Ortopedik Taban,,Örme,,"62% Polyester, 35% Viskoz, 3% Elastan",Sportswear,,Gri,,,Phylon/Termo (Kaydırmaz) Taban,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/tonny-black/fume-unisex-sneaker-tb282-0-p-38010567,2285 
,,,,,,,,Peluş,,,,Kırmızı,,,,,,,,https://www.trendyol.com/slipcat/tavsan-figurlu-kirmizi-pelus-panduf-ev-pandufu-unisex-p-343052984,1192 
,,,,,,,,,,,,Mavi,,,,,,,,https://www.trendyol.com/tomsking/erkek-beyaz-mavi-sneaker-gunluk-rahat-spor-ayakkabi-2148-p-333126737,3590 
,,,,,,,,,,,,Gri,,,,,,,,https://www.trendyol.com/hypers/tekstil-ag-nakisli-gri-erkek-sneaker-ayakkabi-p-299412224,10395 
,,Bağcıklı,,Suni Deri,Ortopedik Taban,Spor,,Suni Deri,,,,Siyah,,,,Poliüretan İç Taban,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/tomsking/unisex-siyah-beyaz-file-fume-sari-sneaker-gunluk-spor-ayakkabi-1838-p-81328561,3599 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/decathlon/tarmak-yetiskin-basketbol-ayakkabisi-protect-120-p-311810973,585 
,,,,,,,,,,,,Bej,,,,,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/pembe-potin/unisex-krem-kopekli-panduf-p-213121864,1199 
,,,,,,,,Tekstil,,,,Bordo,,,,,,,,https://www.trendyol.com/stwenn/kadin-panduf-ev-botu-ev-ayakkabisi-kalin-hafif-taban-p-132242805,1122 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Tekstil,Bağcıklı,Düz,Tekstil,,Spor,Dokuma,Tekstil,100% File,Sportswear,,Lacivert,,,,Düz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/athletic-ayakkabi-p-36314230,3690 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,Süet,,Outdoor,Örme,,"62% Polyester, 35% Viskoz, 3% Elastan",Casual&Comfort,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Dolgu Topuklu,,https://www.trendyol.com/tonny-black/unisex-trekking-bot-siyah-v2rts-p-4157912,2873 
,,Bantlı,,,,Günlük,,Tekstil,,,,Siyah,,,,,Orta Topuklu (5-9 cm),Kalın Topuklu,,https://www.trendyol.com/altin-adim/siyah-unisex-termal-kurklu-kaydirmaz-taban-kadin-erkek-cocuk-kar-botu-p-168879761,329 
,,,,,,Outdoor,,Tekstil,,,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/dockers/erkek-siyah-terlik-226324-p-6883214,1390 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/trend34cadde/v-oldskool-siyah-spor-ayakkabi-p-335218454,1206 
,,Bağcıklı,,,,,,Poliüretan,,,,Siyah,,,,Düz Taban,,,,https://www.trendyol.com/bershka/brogue-detayli-kontrast-spor-ayakkabi-p-260041965,6995 
,,,,,,,,Poliüretan,,,,Siyah,,,,,,,,https://www.trendyol.com/riccon/siyah-beyaz-erkek-cilt-sneaker-0012santo-p-47579721,1854 
,Tekstil,Bağcıklı,Düz,Suni Deri,Ortopedik Taban,Spor,Triko,Deri,,Casual&Comfort,Fashion Forward,Siyah,Hakiki Deri,Poli,Poliüretan Taban,Kaydırmaz Taban,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/soylu-m-a/unisex-ortopedik-ultra-hafif-cilt-suya-dayanikli-siyah-sneaker-spor-ve-yuruyus-ayakkabisi-p-341859868,2505 
,Tekstil,Bağcıklı,Düz Renk,Tekstil,Ek Özellik Mevcut Değil,Outdoor,Dokuma,Suni Deri,,Sportswear,Fashion Forward,Gri,Suni Deri,EVA,Eva Phylon Taban,Kalın Taban,Kısa Topuklu (1- 4 cm),Kalın Topuklu,Tekstil,https://www.trendyol.com/oksit/ennio-kalin-taban-detayli-bagcikli-erkek-sneaker-p-324209296,3990 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Renk Bloklu,,,,Örme,,100% Suni Deri,Sportswear,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/hummel/unisex-spor-ayakkabi-eightyone-sneaker-p-32494840,489 
,,Bağcıklı,,,,Günlük,,,,,,Siyah,,,,,,,,https://www.trendyol.com/salomon/x-ultra-4-gtx-erkek-siyah-outdoor-ayakkabi-l41731400-p-353556732,35639 
,,,,,,,,,,,,Mavi,,,,,,,,https://www.trendyol.com/adidas/terrex-ax4-mid-gore-tex-hiking-erkek-outdoor-ayakkabi-p-346448666,2889 
,,,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/puma/90s-runner-nu-wave-unisex-beyaz-gunluk-spor-ayakkabi-373017-02-p-229309785,864 
,,,,,,,,,,,,Lacivert,,,,,,,,https://www.trendyol.com/jump/26634-erkek-spor-ayakkabi-p-121250628,2586 
,,,,,,,,,,,,Siyah,,,,,,,,https://www.trendyol.com/myzenne/vn-sneaker-siyah-p-41504473,145 
,Suni Deri,,Düz,Suni Deri,,,,,,,,Siyah,Suni Deri,,Phylon/Termo (Kaydırmaz) Taban,,Kısa Topuklu (1- 4 cm),İnce Topuklu,Suni Deri,https://www.trendyol.com/ropers/rahat-kalip-yumusak-phylon-taban-gunluk-erkek-spor-ayakkabi-sneaker-p-343384734,2990 
,Tekstil,Bağcıklı,Düz,Hakiki Deri,,Günlük,,Nubuk,,Casual,,Sarı,Hakiki Deri,Kauçuk,,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,Tekstil,https://www.trendyol.com/cat/erpillar-colorado-015g100095-honey-nubuk-sari-unisex-kadin-erkek-bot-p-345210941,15740 
,,Bağcıklı,,,,Outdoor,,,,Casual&Comfort,Young,Siyah,,,,,,,,https://www.trendyol.com/darkstep/unisex-yazlik-sneakers-p-332152183,249 
,,Fermuarlı,,Hakiki Deri,,Outdoor,,Hakiki Deri,,,,Siyah,,,,,Kısa Topuklu (1- 4 cm),Kalın Topuklu,,https://www.trendyol.com/dortex/dmt27-erkek-hakiki-deri-kurklu-bagcikli-bot-p-138782518,3980 
,Tekstil,Bağcıksız,Düz Renk,Suni Deri,Ek Özellik Mevcut Değil,Outdoor,Dokuma,Suni Deri,,Business,Smart/Office,Siyah,Suni Deri,PVC,Su Tahliyeli,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Tekstil,https://www.trendyol.com/oksit/chelsea-ici-polarli-cilt-erkek-bot-p-34686510,2490 
,Suni Deri,Fermuarlı,Düz,Suni Deri,Ek Özellik Mevcut Değil,Günlük,,Suni Deri,,Günlük,,Siyah,Suni Deri,,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,Suni Deri,https://www.trendyol.com/nethis/kadin-bagcik-detayli-kislik-uzun-fermuarli-bot-p-339330399,298 
• Silerek temizleyebilirsiniz • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Bağcıklı,Düz,,Su Geçirmez,Outdoor,Örme,,"80% Suni Deri, 20% Tekstil",Sportswear,,Siyah,,Kauçuk,,,Kısa Topuklu (1- 4 cm),Düz Topuklu,,https://www.trendyol.com/letoon/erkek-trekking-bot-bagcikli-nkt07-p-62324356,3649 
,,Bağcıksız,,Mikrofiber,,Günlük,,,,,,Siyah,,,,,,,,https://www.trendyol.com/freemax/unisex-garantili-chelsea-bot-30141-2-siyah-p-147051537,1590 
,,,,,,,,,,,,Lacivert,,,,,,,,https://www.trendyol.com/dockers/232218-2fx-erkek-sneaker-p-311974982,2969 
,,Bağcıklı,,Tekstil,,Spor,,Tekstil,,,,Beyaz,,,Termo Taban,Düz Taban,Kısa Topuklu (1- 4 cm),,,https://www.trendyol.com/wemodaa/unisex-spor-ayakkabi-p-100424949,1230 
,,Fermuarlı,,Hakiki Deri,,,,Hakiki Deri,,,,Siyah,,,,,,,,https://www.trendyol.com/maximoda/hakiki-deri-ici-kurklu-su-ve-soguk-gecirmez-fermuarli-erkek-bot-p-50105077,4590 
,,Bağcıklı,,Suni Deri,,,,Hakiki Deri,,,,Siyah,,,,,,Kalın Topuklu,,https://www.trendyol.com/harley-davidson/jim-erkek-bot-025m100128-p-1263563,1509 
,,Bağcıklı,,Suni Deri,,Spor,,Suni Deri,,,,Kırmızı,,,,Düz Taban,,,,https://www.trendyol.com/tomsking/unisex-kirmizi-sneaker-gunluk-spor-ayakkabi-2077-p-217457999,3499 
,Hakiki Deri,,,,,Outdoor,,Hakiki Deri,,,,Siyah,,Kauçuk,,,,,,https://www.trendyol.com/derilax/hakiki-deri-tam-ortopedik-kislik-erkek-ayakkabi-p-138610524,3799 
,,Bağcıklı,Mix,,,Futbol,,,,,,Sarı,Suni Deri,,,,,,Tekstil,https://www.trendyol.com/nike/zoom-superfly-9-academy-fg-erkek-futbol-ayakkabi-p-358546907,29990 
,Tekstil,Bağcıklı,,Suni Deri,,Günlük,,Tekstil,,,,Beyaz,,,,,,,,https://www.trendyol.com/jump/26441-beyaz-acik-gri-erkek-spor-ayakkabi-p-72375502,219 
,,Bağcıklı,,Tekstil,,Spor,,Tekstil,,,,Lacivert,,,,Düz Taban,,,,https://www.trendyol.com/nike/venture-runner-erkek-spor-ayakkabi-ck2944-400-p-43831995,11990 
,,,,,,,,,,,,Beyaz,,,,,,,,https://www.trendyol.com/carrano/tam-ortopedik-beyaz-trend-erkek-spor-ayakkabi-p-36257295,2779 
